# Helper Methods called multiple times: 1695
Helper Method Class: com.helger.commons.io.stream.NonClosingInputStream, Helper Method name: void close()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDirIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDir()
	Called from: com.helger.commons.io.file.FileOperationManagerTest, method: void testCreateDir()
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testEnsureParentDirectoryIsPresent()
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testExistsDir()
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testExistsDir()
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testExistsDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testDeleteDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testDeleteDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testDeleteDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testDeleteDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testDeleteDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCopyDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCopyDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testRenameDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursiveIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirRecursive()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDirIfNotExisting()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDir()
	Called from: com.helger.commons.io.file.FileOperationsTest, method: void testCreateDir()
Helper Method Class: com.helger.commons.collection.impl.CommonsTreeMapTest$lambda_testCtor_1__43, Helper Method name: java.lang.Object apply(java.lang.Object)
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
Helper Method Class: com.helger.commons.hierarchy.MockHasParent, Helper Method name: java.lang.String getID()
	Called from: com.helger.commons.hierarchy.IParentProviderFuncTest, method: void testParentProviderHasParent()
	Called from: com.helger.commons.hierarchy.IParentProviderFuncTest, method: void testParentProviderHasParent()
	Called from: com.helger.commons.hierarchy.IParentProviderFuncTest, method: void testParentProviderHasParent()
	Called from: com.helger.commons.hierarchy.IParentProviderFuncTest, method: void testParentProviderHasParent()
Helper Method Class: com.helger.commons.locale.LocaleFormatter, Helper Method name: java.lang.String getFormattedPercent(double,int,java.util.Locale)
	Called from: com.helger.commons.locale.LocaleFormatterTest, method: void testGetFormattedPercent_Scale()
	Called from: com.helger.commons.locale.LocaleFormatterTest, method: void testGetFormattedPercent_Scale()
	Called from: com.helger.commons.locale.LocaleFormatterTest, method: void testGetFormattedPercent_Scale()
	Called from: com.helger.commons.locale.LocaleFormatterTest, method: void testGetFormattedPercent_Scale()
	Called from: com.helger.commons.locale.LocaleFormatterTest, method: void testGetFormattedPercent_Scale()
	Called from: com.helger.commons.locale.LocaleFormatterTest, method: void testGetFormattedPercent_Scale()
	Called from: com.helger.commons.locale.LocaleFormatterTest, method: void testGetFormattedPercent_Scale()
	Called from: com.helger.commons.locale.LocaleFormatterTest, method: void testGetFormattedPercent_Scale()
Helper Method Class: com.helger.commons.mutable.MutableByte, Helper Method name: int compareTo(com.helger.commons.mutable.MutableByte)
	Called from: com.helger.commons.mutable.MutableByteTest, method: void testMutableByte()
	Called from: com.helger.commons.mutable.MutableByteTest, method: void testMutableByte()
	Called from: com.helger.commons.mutable.MutableByteTest, method: void testMutableByte()
Helper Method Class: com.helger.commons.io.file.FilenameHelper, Helper Method name: java.lang.String getAbsoluteWithEnsuredParentDirectory(java.io.File,java.lang.String)
	Called from: com.helger.commons.io.file.FilenameHelperTest, method: void testGetAbsoluteWithEnsuredParentDirectory()
	Called from: com.helger.commons.io.file.FilenameHelperTest, method: void testGetAbsoluteWithEnsuredParentDirectoryAbsolute()
	Called from: com.helger.commons.io.file.FilenameHelperTest, method: void testGetAbsoluteWithEnsuredParentDirectoryAbsolute()
	Called from: com.helger.commons.io.file.FilenameHelperTest, method: void testGetAbsoluteWithEnsuredParentDirectoryAbsolute()
	Called from: com.helger.commons.io.file.FilenameHelperTest, method: void testGetAbsoluteWithEnsuredParentDirectory()
	Called from: com.helger.commons.io.file.FilenameHelperTest, method: void testGetAbsoluteWithEnsuredParentDirectory()
	Called from: com.helger.commons.io.file.FilenameHelperTest, method: void testGetAbsoluteWithEnsuredParentDirectory()
	Called from: com.helger.commons.io.file.FilenameHelperTest, method: void testGetAbsoluteWithEnsuredParentDirectory()
	Called from: com.helger.commons.io.file.FilenameHelperTest, method: void testGetAbsoluteWithEnsuredParentDirectory()
	Called from: com.helger.commons.io.file.FilenameHelperTest, method: void testGetAbsoluteWithEnsuredParentDirectory()
Helper Method Class: com.helger.commons.mime.MimeType, Helper Method name: boolean hasAnyParameters()
	Called from: com.helger.commons.mime.MimeTypeTest, method: void testParameters()
	Called from: com.helger.commons.mime.MimeTypeTest, method: void testParameters()
	Called from: com.helger.commons.mime.MimeTypeTest, method: void testParameters()
	Called from: com.helger.commons.mime.MimeTypeTest, method: void testParameters()
	Called from: com.helger.commons.mime.MimeTypeTest, method: void testParameters()
	Called from: com.helger.commons.mime.MimeTypeTest, method: void testParameters()
	Called from: com.helger.commons.mime.MimeTypeTest, method: void testParameters()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: int getLastIndex(java.lang.Object[],java.lang.Object)
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetIndex()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetIndex()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetIndex()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetIndex()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetIndex()
Helper Method Class: com.helger.commons.lang.GenericReflection, Helper Method name: java.lang.Object newInstance(java.lang.String,java.lang.Class,java.lang.ClassLoader)
	Called from: com.helger.commons.lang.GenericReflectionTest, method: void testNewInstance()
	Called from: com.helger.commons.lang.GenericReflectionTest, method: void testNewInstance()
	Called from: com.helger.commons.lang.GenericReflectionTest, method: void testNewInstance()
	Called from: com.helger.commons.lang.GenericReflectionTest, method: void testNewInstance()
